id,title,body,category,priority,title_length,body_length,text,text_clean,len_words_raw,len_words_clean,split
280,Nota: monitoraggio passivo pre-produzione con sconto con ordine urgente negoziazione,Segnalazione glitch grafico minore su clienti in risoluzione 4K. Il footer si sovrappone leggermente ma i bottnoi funzionan.o Difetto visivo marginale da correggere quando capiterà occasione. Non impatta l'operatività degli utenti standard. con preventivo suggerimento,Tecnico,alta,84,268,Nota: monitoraggio passivo pre-produzione con sconto con ordine urgente negoziazione Segnalazione glitch grafico minore su clienti in risoluzione 4K. Il footer si sovrappone leggermente ma i bottnoi funzionan.o Difetto visivo marginale da correggere quando capiterà occasione. Non impatta l'operatività degli utenti standard. con preventivo suggerimento,nota monitoraggio passivo pre produzione con sconto con ordine urgente negoziazione segnalazione glitch grafico minore su clienti in risoluzione 4k il footer si sovrappone leggermente ma i bottnoi funzionan o difetto visivo marginale da correggere quando capiterà occasione non impatta l operatività degli utenti standard con preventivo suggerimento,45,48,train
281,Formattazione rotta: PDF report illeggibile,Disallineamento giacenze magazzino tra ERP e -ecommerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. Rischio ordini non evadibili. Forzare una sincronizzazione completa stanotte.. Segnalato anche email importo,Tecnico,bassa,43,239,Formattazione rotta: PDF report illeggibile Disallineamento giacenze magazzino tra ERP e -ecommerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. Rischio ordini non evadibili. Forzare una sincronizzazione completa stanotte.. Segnalato anche email importo,formattazione rotta pdf report illeggibile disallineamento giacenze magazzino tra erp e ecommerce alcuni articoli risultano disponibili online ma sono a zero in magazzino rischio ordini non evadibili forzare una sincronizzazione completa stanotte segnalato anche email importo,36,36,train
282,Info: tracciamento attività assistenza,"Il servizio assistenza non risponde da 5 ore causando down completo operativo totale. Impossibile per utenti commerciali accedere per generare preventivi. Clienti Gussoni-Bataglia Group attenodno offerte con scadenza oggi. Nessun workaround dipsonibile, sys. omstra OutOfMemoryError. Impatto critico su vendite e relazioni clienti. Assistenza urg. nceessaria. sconto",Tecnico,alta,38,366,"Info: tracciamento attività assistenza Il servizio assistenza non risponde da 5 ore causando down completo operativo totale. Impossibile per utenti commerciali accedere per generare preventivi. Clienti Gussoni-Bataglia Group attenodno offerte con scadenza oggi. Nessun workaround dipsonibile, sys. omstra OutOfMemoryError. Impatto critico su vendite e relazioni clienti. Assistenza urg. nceessaria. sconto",info tracciamento attività assistenza il servizio assistenza non risponde da 5 ore causando down completo operativo totale impossibile per utenti commerciali accedere per generare preventivi clienti gussoni bataglia group attenodno offerte con scadenza oggi nessun workaround dipsonibile sys omstra outofmemoryerror impatto critico su vendite e relazioni clienti assistenza urg nceessaria sconto,50,51,train
283,Nota: monitoraggio passivo produzione - preventivo con lieve per pagamento,Query di ricerca clienti lenta: manca indice sulla colonna 'Partita IVA'. Ogni ricerca fa full table scan. Creare indice per migliorare tempi di risposta. Attività di tuning DB standard. per importo,Tecnico,bassa,74,198,Nota: monitoraggio passivo produzione - preventivo con lieve per pagamento Query di ricerca clienti lenta: manca indice sulla colonna 'Partita IVA'. Ogni ricerca fa full table scan. Creare indice per migliorare tempi di risposta. Attività di tuning DB standard. per importo,nota monitoraggio passivo produzione preventivo con lieve per pagamento query di ricerca clienti lenta manca indice sulla colonna partita iva ogni ricerca fa full table scan creare indice per migliorare tempi di risposta attività di tuning db standard per importo,41,40,train
284,Errore job notturno: 5 record scartati su 1000 per pianificare,"Log del server application pieno di warning 'Connection Reset'. Il servizio non è mai andato down, ma i log crescono di 1GB al giorno. Rischio saturazione disco se non si indaga la causa. Situazione da monitorare e correggere prima che diventi critica.",Tecnico,media,62,252,"Errore job notturno: 5 record scartati su 1000 per pianificare Log del server application pieno di warning 'Connection Reset'. Il servizio non è mai andato down, ma i log crescono di 1GB al giorno. Rischio saturazione disco se non si indaga la causa. Situazione da monitorare e correggere prima che diventi critica.",errore job notturno 5 record scartati su 1000 per pianificare log del server application pieno di warning connection reset il servizio non è mai andato down ma i log crescono di 1gb al giorno rischio saturazione disco se non si indaga la causa situazione da monitorare e correggere prima che diventi critica,52,52,test
285,Domanda: funzionamento teorico preventivi listino - negoziazione,Disallineamento giacenze magazzino tra ERP e e-commerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. Rischio ordini non evadibili. Forzare una sincronizzazione completa stanotte. per disponibilità con suggerimentoe,Tecnico,bassa,64,244,Domanda: funzionamento teorico preventivi listino - negoziazione Disallineamento giacenze magazzino tra ERP e e-commerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. Rischio ordini non evadibili. Forzare una sincronizzazione completa stanotte. per disponibilità con suggerimentoe,domanda funzionamento teorico preventivi listino negoziazione disallineamento giacenze magazzino tra erp e e commerce alcuni articoli risultano disponibili online ma sono a zero in magazzino rischio ordini non evadibili forzare una sincronizzazione completa stanotte per disponibilità con suggerimentoe,38,38,train
286,"sys. bloccato durante generazione preventivi per Bondumier, Natta e Carullo Group con suggerimento - listino","Domanda generica su logica funzionamento sconti in Linea Basic. Serve per aggiornare il wiki interno e formare i junior. Il system ufnziona come atteso, si richiede solo conferma teorica della formula. Da gestire a tempo perso come attività di knowledge sharing. per lieve - condizioni commerciali",Tecnico,alta,108,297,"sys. bloccato durante generazione preventivi per Bondumier, Natta e Carullo Group con suggerimento - listino Domanda generica su logica funzionamento sconti in Linea Basic. Serve per aggiornare il wiki interno e formare i junior. Il system ufnziona come atteso, si richiede solo conferma teorica della formula. Da gestire a tempo perso come attività di knowledge sharing. per lieve - condizioni commerciali",sys bloccato durante generazione preventivi per bondumier natta e carullo group con suggerimento listino domanda generica su logica funzionamento sconti in linea basic serve per aggiornare il wiki interno e formare i junior il system ufnziona come atteso si richiede solo conferma teorica della formula da gestire a tempo perso come attività di knowledge sharing per lieve condizioni commerciali,61,59,test
287,Domanda: funzionamento teorico preventivi,"Blocco totale inserimento ordini nel sys.. Impossibile salvare ordine ORD-41078 per cliente Borrani, Petrucelli e Scarpetta SPA. Moudlo catalogo restituisce errore ""503"" e non completa operazione. Processo commerciale fermo da 5 ore. Cliente attende conferma per ordine da 1354.72. Assistenza tecnica immediata richiesta per sblocco. con pagamento preventivo con ordine urgente",Tecnico,alta,41,377,"Domanda: funzionamento teorico preventivi Blocco totale inserimento ordini nel sys.. Impossibile salvare ordine ORD-41078 per cliente Borrani, Petrucelli e Scarpetta SPA. Moudlo catalogo restituisce errore ""503"" e non completa operazione. Processo commerciale fermo da 5 ore. Cliente attende conferma per ordine da 1354.72. Assistenza tecnica immediata richiesta per sblocco. con pagamento preventivo con ordine urgente",domanda funzionamento teorico preventivi blocco totale inserimento ordini nel sys impossibile salvare ordine ord 41078 per cliente borrani petrucelli e scarpetta spa moudlo catalogo restituisce errore 503 e non completa operazione processo commerciale fermo da 5 ore cliente attende conferma per ordine da 1354 72 assistenza tecnica immediata richiesta per sblocco con pagamento preventivo con ordine urgente,55,57,train
288,Glitch intermittente: tabella ordini a volte vuota,Crash critico del modulo magazzino durante elaborazione ordini cliente. Il sistema si blocca quando si tenta di confermare ordine ORD-22544 per Giovine e figli. Errore OutOfMemoryError impedisce completamento transazioni. Il reparto comm. non può processare ordini per 1140.47. Necessario ripristino immediato servizio su ambiente test. - relativo a timeout per ordine urgente bonifico listino,Tecnico,alta,50,393,Glitch intermittente: tabella ordini a volte vuota Crash critico del modulo magazzino durante elaborazione ordini cliente. Il sistema si blocca quando si tenta di confermare ordine ORD-22544 per Giovine e figli. Errore OutOfMemoryError impedisce completamento transazioni. Il reparto comm. non può processare ordini per 1140.47. Necessario ripristino immediato servizio su ambiente test. - relativo a timeout per ordine urgente bonifico listino,glitch intermittente tabella ordini a volte vuota crash critico del modulo magazzino durante elaborazione ordini cliente il sistema si blocca quando si tenta di confermare ordine ord 22544 per giovine e figli errore outofmemoryerror impedisce completamento transazioni il reparto comm non può processare ordini per 1140 47 necessario ripristino immediato servizio su ambiente test relativo a timeout per ordine urgente bonifico listino,61,62,train
289,Warning disco: server demo al 85% (rischio saturazione),"Draft pianificazione manutenzione v3.0.0 per l'anno prossimo. Inizio rcacolta requisiti preliminair per upgrade futuro. tAtività di studio fattibilità a lungo termine. Nessuna scadenza imminente, solo fase di brainstorming tecnico. - listino per pagamento",Tecnico,bassa,55,255,"Warning disco: server demo al 85% (rischio saturazione) Draft pianificazione manutenzione v3.0.0 per l'anno prossimo. Inizio rcacolta requisiti preliminair per upgrade futuro. tAtività di studio fattibilità a lungo termine. Nessuna scadenza imminente, solo fase di brainstorming tecnico. - listino per pagamento",warning disco server demo al 85 rischio saturazione draft pianificazione manutenzione v3 0 0 per l anno prossimo inizio rcacolta requisiti preliminair per upgrade futuro tatività di studio fattibilità a lungo termine nessuna scadenza imminente solo fase di brainstorming tecnico listino per pagamento,41,43,train
290,Blocco inserimento ordini ORD-55849 - bug NullPointerException condizioni commerciali per disponibilità con pianificare,"Il serviizo reportistica non risponde da 15 ore causando down completo operativo totale. Impossibile per utenti commerciali accedere per generare preventivi. Clienti Ovadia e figli attendono offerte con scadenza oggi. Nessun workaround disponibile, applicativo mostra NullPointerException. Impatto critico su vendite e relazioni clienti. Assistenza urgente necessaria. con lieve per negoziazione con disponibilità",Tecnico,alta,119,413,"Blocco inserimento ordini ORD-55849 - bug NullPointerException condizioni commerciali per disponibilità con pianificare Il serviizo reportistica non risponde da 15 ore causando down completo operativo totale. Impossibile per utenti commerciali accedere per generare preventivi. Clienti Ovadia e figli attendono offerte con scadenza oggi. Nessun workaround disponibile, applicativo mostra NullPointerException. Impatto critico su vendite e relazioni clienti. Assistenza urgente necessaria. con lieve per negoziazione con disponibilità",blocco inserimento ordini ord 55849 bug nullpointerexception condizioni commerciali per disponibilità con pianificare il serviizo reportistica non risponde da 15 ore causando down completo operativo totale impossibile per utenti commerciali accedere per generare preventivi clienti ovadia e figli attendono offerte con scadenza oggi nessun workaround disponibile applicativo mostra nullpointerexception impatto critico su vendite e relazioni clienti assistenza urgente necessaria con lieve per negoziazione con disponibilità,65,65,train
